,location,new_cases,new_deaths,total_cases,total_deaths,continent,population
1402,Democratic Republic of Congo,0,0,14,0,Africa,89561404
1403,Democratic Republic of Congo,9,1,23,1,Africa,89561404
1404,Democratic Republic of Congo,3,1,26,2,Africa,89561404
1405,Democratic Republic of Congo,0,0,26,2,Africa,89561404
1406,Democratic Republic of Congo,19,1,45,3,Africa,89561404
1407,Democratic Republic of Congo,0,0,45,3,Africa,89561404
1408,Democratic Republic of Congo,9,1,54,4,Africa,89561404
1409,Democratic Republic of Congo,4,0,58,4,Africa,89561404
1410,Democratic Republic of Congo,0,2,58,6,Africa,89561404
1411,Democratic Republic of Congo,23,2,81,8,Africa,89561404
1412,Democratic Republic of Congo,17,0,98,8,Africa,89561404
1413,Democratic Republic of Congo,0,0,98,8,Africa,89561404
1414,Democratic Republic of Congo,25,3,123,11,Africa,89561404
1415,Democratic Republic of Congo,0,0,123,11,Africa,89561404
1416,Democratic Republic of Congo,11,2,134,13,Africa,89561404
1417,Democratic Republic of Congo,20,5,154,18,Africa,89561404
1418,Democratic Republic of Congo,0,0,154,18,Africa,89561404
1419,Denmark,1,0,1,0,Europe,5792203
1420,Denmark,0,0,1,0,Europe,5792203
1421,Denmark,1,0,2,0,Europe,5792203
1422,Denmark,1,0,3,0,Europe,5792203
1423,Denmark,1,0,4,0,Europe,5792203
1424,Denmark,1,0,5,0,Europe,5792203
1425,Denmark,3,0,8,0,Europe,5792203
1426,Denmark,2,0,10,0,Europe,5792203
1427,Denmark,10,0,20,0,Europe,5792203
1428,Denmark,3,0,23,0,Europe,5792203
1429,Denmark,8,0,31,0,Europe,5792203
1430,Denmark,7,0,38,0,Europe,5792203
1431,Denmark,75,0,113,0,Europe,5792203
1432,Denmark,151,0,264,0,Europe,5792203
1433,Denmark,252,0,516,0,Europe,5792203
1434,Denmark,160,0,676,0,Europe,5792203
1435,Denmark,128,0,804,0,Europe,5792203
1436,Denmark,23,0,827,0,Europe,5792203
1437,Denmark,48,1,875,1,Europe,5792203
1438,Denmark,57,0,932,1,Europe,5792203
1439,Denmark,92,3,1024,4,Europe,5792203
1440,Denmark,91,0,1115,4,Europe,5792203
1441,Denmark,36,2,1151,6,Europe,5792203
1442,Denmark,104,3,1255,9,Europe,5792203
1443,Denmark,71,4,1326,13,Europe,5792203
1444,Denmark,69,0,1395,13,Europe,5792203
1445,Denmark,65,11,1460,24,Europe,5792203
1446,Denmark,131,8,1591,32,Europe,5792203
1447,Denmark,133,2,1724,34,Europe,5792203
1448,Denmark,153,7,1877,41,Europe,5792203
1449,Denmark,169,11,2046,52,Europe,5792203
1450,Denmark,155,13,2201,65,Europe,5792203
1451,Denmark,194,7,2395,72,Europe,5792203
1452,Denmark,182,5,2577,77,Europe,5792203
1453,Denmark,283,13,2860,90,Europe,5792203
1454,Denmark,247,14,3107,104,Europe,5792203
1455,Denmark,279,19,3386,123,Europe,5792203
1456,Denmark,371,16,3757,139,Europe,5792203
1457,Denmark,320,22,4077,161,Europe,5792203
1458,Denmark,292,18,4369,179,Europe,5792203
1459,Djibouti,1,0,1,0,Africa,988002
1460,Djibouti,0,0,1,0,Africa,988002
1461,Djibouti,0,0,1,0,Africa,988002
1462,Djibouti,0,0,1,0,Africa,988002
1463,Djibouti,0,0,1,0,Africa,988002
1464,Djibouti,2,0,3,0,Africa,988002
1465,Djibouti,0,0,3,0,Africa,988002
1466,Djibouti,9,0,12,0,Africa,988002
1467,Djibouti,0,0,12,0,Africa,988002
1468,Djibouti,1,0,13,0,Africa,988002
1469,Djibouti,2,0,15,0,Africa,988002
1470,Djibouti,4,0,19,0,Africa,988002
1471,Djibouti,7,0,26,0,Africa,988002
1472,Djibouti,5,0,31,0,Africa,988002
1473,Djibouti,3,0,34,0,Africa,988002
1474,Djibouti,7,0,41,0,Africa,988002
1475,Djibouti,0,0,41,0,Africa,988002
1476,Djibouti,10,0,51,0,Africa,988002
1477,Djibouti,8,0,59,0,Africa,988002
1478,Dominica,1,0,1,0,North America,71991
1479,Dominica,0,0,1,0,North America,71991
1480,Dominica,1,0,2,0,North America,71991
1481,Dominica,5,0,7,0,North America,71991
1482,Dominica,4,0,11,0,North America,71991
1483,Dominica,0,0,11,0,North America,71991
1484,Dominica,0,0,11,0,North America,71991
1485,Dominica,0,0,11,0,North America,71991
1486,Dominica,0,0,11,0,North America,71991
1487,Dominica,0,0,11,0,North America,71991
1488,Dominica,1,0,12,0,North America,71991
1489,Dominica,0,0,12,0,North America,71991
1490,Dominica,2,0,14,0,North America,71991
1491,Dominica,0,0,14,0,North America,71991
1492,Dominica,0,0,14,0,North America,71991
1493,Dominican Republic,1,0,1,0,North America,10847904
1494,Dominican Republic,1,0,2,0,North America,10847904
1495,Dominican Republic,3,0,5,0,North America,10847904
1496,Dominican Republic,6,0,11,0,North America,10847904
1497,Dominican Republic,0,0,11,0,North America,10847904
1498,Dominican Republic,0,0,11,0,North America,10847904
1499,Dominican Republic,0,0,11,0,North America,10847904
1500,Dominican Republic,0,0,11,0,North America,10847904
1501,Dominican Republic,10,0,21,0,North America,10847904
1502,Dominican Republic,0,0,21,0,North America,10847904
1503,Dominican Republic,13,2,34,2,North America,10847904
1504,Dominican Republic,78,1,112,3,North America,10847904
1505,Dominican Republic,90,0,202,3,North America,10847904
1506,Dominican Republic,43,0,245,3,North America,10847904
1507,Dominican Republic,67,3,312,6,North America,10847904
1508,Dominican Republic,80,4,392,10,North America,10847904
1509,Dominican Republic,96,0,488,10,North America,10847904
1510,Dominican Republic,93,10,581,20,North America,10847904
1511,Dominican Republic,138,8,719,28,North America,10847904
1512,Dominican Republic,140,11,859,39,North America,10847904
1513,Dominican Republic,42,3,901,42,North America,10847904
1514,Dominican Republic,208,9,1109,51,North America,10847904
1515,Dominican Republic,175,6,1284,57,North America,10847904
1516,Dominican Republic,96,3,1380,60,North America,10847904
1517,Dominican Republic,108,8,1488,68,North America,10847904
1518,Dominican Republic,90,9,1578,77,North America,10847904
1519,Dominican Republic,167,5,1745,82,North America,10847904
1520,Ecuador,1,0,1,0,South America,17643060
1521,Ecuador,5,0,6,0,South America,17643060
1522,Ecuador,1,0,7,0,South America,17643060
1523,Ecuador,3,0,10,0,South America,17643060
1524,Ecuador,3,0,13,0,South America,17643060
1525,Ecuador,1,0,14,0,South America,17643060
1526,Ecuador,1,0,15,0,South America,17643060
1527,Ecuador,2,0,17,0,South America,17643060
1528,Ecuador,6,1,23,1,South America,17643060
1529,Ecuador,5,1,28,2,South America,17643060
1530,Ecuador,9,0,37,2,South America,17643060
1531,Ecuador,21,0,58,2,South America,17643060
1532,Ecuador,53,0,111,2,South America,17643060
1533,Ecuador,57,1,168,3,South America,17643060
1534,Ecuador,31,0,199,3,South America,17643060
1535,Ecuador,227,4,426,7,South America,17643060
1536,Ecuador,106,0,532,7,South America,17643060
1537,Ecuador,257,7,789,14,South America,17643060
1538,Ecuador,192,4,981,18,South America,17643060
1539,Ecuador,101,9,1082,27,South America,17643060
1540,Ecuador,129,2,1211,29,South America,17643060
1541,Ecuador,192,5,1403,34,South America,17643060
1542,Ecuador,224,7,1627,41,South America,17643060
1543,Ecuador,208,7,1835,48,South America,17643060
1544,Ecuador,55,10,1890,58,South America,17643060
1545,Ecuador,76,4,1966,62,South America,17643060
1546,Ecuador,336,17,2302,79,South America,17643060
1547,Ecuador,456,41,2758,120,South America,17643060
1548,Ecuador,405,0,3163,120,South America,17643060
1549,Ecuador,205,25,3368,145,South America,17643060
1550,Ecuador,97,27,3465,172,South America,17643060
1551,Ecuador,181,8,3646,180,South America,17643060
1552,Egypt,1,0,1,0,Africa,102334403
1553,Egypt,0,0,1,0,Africa,102334403
1554,Egypt,0,0,1,0,Africa,102334403
1555,Egypt,0,0,1,0,Africa,102334403
1556,Egypt,0,0,1,0,Africa,102334403
1557,Egypt,0,0,1,0,Africa,102334403
1558,Egypt,0,0,1,0,Africa,102334403
1559,Egypt,0,0,1,0,Africa,102334403
1560,Egypt,0,0,1,0,Africa,102334403
1561,Egypt,0,0,1,0,Africa,102334403
1562,Egypt,0,0,1,0,Africa,102334403
1563,Egypt,0,0,1,0,Africa,102334403
1564,Egypt,0,0,1,0,Africa,102334403
1565,Egypt,0,0,1,0,Africa,102334403
1566,Egypt,0,0,1,0,Africa,102334403
1567,Egypt,0,0,1,0,Africa,102334403
1568,Egypt,1,0,2,0,Africa,102334403
1569,Egypt,1,0,3,0,Africa,102334403
1570,Egypt,12,0,15,0,Africa,102334403
1571,Egypt,34,1,49,1,Africa,102334403
1572,Egypt,6,0,55,1,Africa,102334403
1573,Egypt,4,0,59,1,Africa,102334403
1574,Egypt,1,0,60,1,Africa,102334403
1575,Egypt,20,1,80,2,Africa,102334403
1576,Egypt,13,0,93,2,Africa,102334403
1577,Egypt,0,0,93,2,Africa,102334403
1578,Egypt,17,0,110,2,Africa,102334403
1579,Egypt,16,0,126,2,Africa,102334403
1580,Egypt,40,2,166,4,Africa,102334403
1581,Egypt,30,2,196,6,Africa,102334403
1582,Egypt,14,0,210,6,Africa,102334403
1583,Egypt,46,1,256,7,Africa,102334403
1584,Egypt,29,1,285,8,Africa,102334403
1585,Egypt,9,2,294,10,Africa,102334403
1586,Egypt,33,4,327,14,Africa,102334403
1587,Egypt,39,5,366,19,Africa,102334403
1588,Egypt,76,2,442,21,Africa,102334403
1589,Egypt,14,0,456,21,Africa,102334403
1590,Egypt,39,3,495,24,Africa,102334403
1591,Egypt,41,6,536,30,Africa,102334403
1592,Egypt,40,6,576,36,Africa,102334403
1593,Egypt,33,4,609,40,Africa,102334403
1594,Egypt,47,1,656,41,Africa,102334403
1595,Egypt,54,5,710,46,Africa,102334403
1596,Egypt,69,6,779,52,Africa,102334403
1597,Egypt,0,0,779,52,Africa,102334403
1598,Egypt,206,14,985,66,Africa,102334403
1599,Egypt,85,5,1070,71,Africa,102334403
1600,El Salvador,1,0,1,0,North America,6486201
1601,El Salvador,0,0,1,0,North America,6486201
1602,El Salvador,2,0,3,0,North America,6486201
1603,El Salvador,0,0,3,0,North America,6486201
1604,El Salvador,0,0,3,0,North America,6486201
1605,El Salvador,2,0,5,0,North America,6486201
1606,El Salvador,4,0,9,0,North America,6486201
1607,El Salvador,4,0,13,0,North America,6486201
1608,El Salvador,0,0,13,0,North America,6486201
1609,El Salvador,0,0,13,0,North America,6486201
1610,El Salvador,6,0,19,0,North America,6486201
1611,El Salvador,11,0,30,0,North America,6486201
1612,El Salvador,2,0,32,0,North America,6486201
1613,El Salvador,0,1,32,1,North America,6486201
1614,El Salvador,9,1,41,2,North America,6486201
1615,El Salvador,5,0,46,2,North America,6486201
1616,El Salvador,10,1,56,3,North America,6486201
1617,El Salvador,6,0,62,3,North America,6486201
1618,El Salvador,7,0,69,3,North America,6486201
1619,Equatorial Guinea,1,0,1,0,Africa,1402985
1620,Equatorial Guinea,0,0,1,0,Africa,1402985
1621,Equatorial Guinea,0,0,1,0,Africa,1402985
1622,Equatorial Guinea,0,0,1,0,Africa,1402985
1623,Equatorial Guinea,2,0,3,0,Africa,1402985
1624,Equatorial Guinea,1,0,4,0,Africa,1402985
1625,Equatorial Guinea,0,0,4,0,Africa,1402985
1626,Equatorial Guinea,2,0,6,0,Africa,1402985
1627,Equatorial Guinea,0,0,6,0,Africa,1402985
1628,Equatorial Guinea,3,0,9,0,Africa,1402985
1629,Equatorial Guinea,0,0,9,0,Africa,1402985
1630,Equatorial Guinea,2,0,11,0,Africa,1402985
1631,Equatorial Guinea,1,0,12,0,Africa,1402985
1632,Equatorial Guinea,1,0,13,0,Africa,1402985
1633,Equatorial Guinea,0,0,13,0,Africa,1402985
1634,Equatorial Guinea,1,0,14,0,Africa,1402985
1635,Equatorial Guinea,0,0,14,0,Africa,1402985
1636,Equatorial Guinea,1,0,15,0,Africa,1402985
1637,Equatorial Guinea,0,0,15,0,Africa,1402985
1638,Equatorial Guinea,0,0,15,0,Africa,1402985
1639,Equatorial Guinea,1,0,16,0,Africa,1402985
1640,Equatorial Guinea,0,0,16,0,Africa,1402985
1641,Equatorial Guinea,0,0,16,0,Africa,1402985
1642,Eritrea,1,0,1,0,Africa,3546427
1643,Eritrea,0,0,1,0,Africa,3546427
1644,Eritrea,0,0,1,0,Africa,3546427
1645,Eritrea,0,0,1,0,Africa,3546427
1646,Eritrea,3,0,4,0,Africa,3546427
1647,Eritrea,2,0,6,0,Africa,3546427
1648,Eritrea,0,0,6,0,Africa,3546427
1649,Eritrea,0,0,6,0,Africa,3546427
1650,Eritrea,6,0,12,0,Africa,3546427
1651,Eritrea,0,0,12,0,Africa,3546427
1652,Eritrea,3,0,15,0,Africa,3546427
1653,Eritrea,3,0,18,0,Africa,3546427
1654,Eritrea,4,0,22,0,Africa,3546427
1655,Eritrea,0,0,22,0,Africa,3546427
1656,Eritrea,7,0,29,0,Africa,3546427
1657,Eritrea,0,0,29,0,Africa,3546427
1658,Estonia,1,0,1,0,Europe,1326539
1659,Estonia,0,0,1,0,Europe,1326539
1660,Estonia,0,0,1,0,Europe,1326539
1661,Estonia,0,0,1,0,Europe,1326539
1662,Estonia,1,0,2,0,Europe,1326539
1663,Estonia,3,0,5,0,Europe,1326539
1664,Estonia,5,0,10,0,Europe,1326539
1665,Estonia,3,0,13,0,Europe,1326539
1666,Estonia,3,0,16,0,Europe,1326539
1667,Estonia,11,0,27,0,Europe,1326539
1668,Estonia,52,0,79,0,Europe,1326539
1669,Estonia,36,0,115,0,Europe,1326539
1670,Estonia,56,0,171,0,Europe,1326539
1671,Estonia,34,0,205,0,Europe,1326539
1672,Estonia,20,0,225,0,Europe,1326539
1673,Estonia,33,0,258,0,Europe,1326539
1674,Estonia,9,0,267,0,Europe,1326539
1675,Estonia,16,0,283,0,Europe,1326539
1676,Estonia,23,0,306,0,Europe,1326539
1677,Estonia,20,0,326,0,Europe,1326539
1678,Estonia,26,0,352,0,Europe,1326539
1679,Estonia,17,0,369,0,Europe,1326539
1680,Estonia,35,1,404,1,Europe,1326539
1681,Estonia,134,0,538,1,Europe,1326539
1682,Estonia,37,0,575,1,Europe,1326539
1683,Estonia,65,0,640,1,Europe,1326539
1684,Estonia,39,2,679,3,Europe,1326539
1685,Estonia,36,0,715,3,Europe,1326539
1686,Estonia,30,1,745,4,Europe,1326539
1687,Estonia,34,1,779,5,Europe,1326539
1688,Estonia,79,6,858,11,Europe,1326539
1689,Estonia,103,1,961,12,Europe,1326539
1690,Estonia,57,1,1018,13,Europe,1326539
1691,Estonia,79,2,1097,15,Europe,1326539
1692,Ethiopia,1,0,1,0,Africa,114963583
1693,Ethiopia,0,0,1,0,Africa,114963583
1694,Ethiopia,3,0,4,0,Africa,114963583
1695,Ethiopia,1,0,5,0,Africa,114963583
1696,Ethiopia,0,0,5,0,Africa,114963583
1697,Ethiopia,1,0,6,0,Africa,114963583
1698,Ethiopia,1,0,7,0,Africa,114963583
1699,Ethiopia,2,0,9,0,Africa,114963583
1700,Ethiopia,0,0,9,0,Africa,114963583
1701,Ethiopia,2,0,11,0,Africa,114963583
1702,Ethiopia,0,0,11,0,Africa,114963583
1703,Ethiopia,0,0,11,0,Africa,114963583
1704,Ethiopia,1,0,12,0,Africa,114963583
1705,Ethiopia,0,0,12,0,Africa,114963583
1706,Ethiopia,4,0,16,0,Africa,114963583
1707,Ethiopia,0,0,16,0,Africa,114963583
1708,Ethiopia,0,0,16,0,Africa,114963583
1709,Ethiopia,7,0,23,0,Africa,114963583
1710,Ethiopia,2,0,25,0,Africa,114963583
1711,Ethiopia,4,0,29,0,Africa,114963583
1712,Ethiopia,0,0,29,0,Africa,114963583
1713,Ethiopia,6,0,35,0,Africa,114963583
1714,Ethiopia,3,0,38,0,Africa,114963583
1715,Ethiopia,5,2,43,2,Africa,114963583
1716,Faeroe Islands,72,0,72,0,Europe,48865
1717,Faeroe Islands,8,0,80,0,Europe,48865
1718,Faeroe Islands,12,0,92,0,Europe,48865
1719,Faeroe Islands,23,0,115,0,Europe,48865
1720,Faeroe Islands,3,0,118,0,Europe,48865
1721,Faeroe Islands,4,0,122,0,Europe,48865
1722,Faeroe Islands,10,0,132,0,Europe,48865
1723,Faeroe Islands,8,0,140,0,Europe,48865
1724,Faeroe Islands,4,0,144,0,Europe,48865
1725,Faeroe Islands,11,0,155,0,Europe,48865
1726,Faeroe Islands,4,0,159,0,Europe,48865
1727,Faeroe Islands,9,0,168,0,Europe,48865
1728,Faeroe Islands,1,0,169,0,Europe,48865
1729,Faeroe Islands,4,0,173,0,Europe,48865
1730,Faeroe Islands,4,0,177,0,Europe,48865
1731,Faeroe Islands,2,0,179,0,Europe,48865
1732,Faeroe Islands,2,0,181,0,Europe,48865
1733,Faeroe Islands,0,0,181,0,Europe,48865
1734,Fiji,1,0,1,0,Oceania,896444
1735,Fiji,0,0,1,0,Oceania,896444
1736,Fiji,1,0,2,0,Oceania,896444
1737,Fiji,1,0,3,0,Oceania,896444
1738,Fiji,1,0,4,0,Oceania,896444
1739,Fiji,1,0,5,0,Oceania,896444
1740,Fiji,0,0,5,0,Oceania,896444
1741,Fiji,0,0,5,0,Oceania,896444
1742,Fiji,0,0,5,0,Oceania,896444
1743,Fiji,0,0,5,0,Oceania,896444
1744,Fiji,0,0,5,0,Oceania,896444
1745,Fiji,0,0,5,0,Oceania,896444
1746,Fiji,0,0,5,0,Oceania,896444
1747,Fiji,2,0,7,0,Oceania,896444
1748,Fiji,0,0,7,0,Oceania,896444
1749,Fiji,5,0,12,0,Oceania,896444
1750,Fiji,0,0,12,0,Oceania,896444
1751,Fiji,2,0,14,0,Oceania,896444
1752,Finland,1,0,1,0,Europe,5540718
1753,Finland,0,0,1,0,Europe,5540718
1754,Finland,0,0,1,0,Europe,5540718
1755,Finland,0,0,1,0,Europe,5540718
1756,Finland,0,0,1,0,Europe,5540718
1757,Finland,0,0,1,0,Europe,5540718
1758,Finland,0,0,1,0,Europe,5540718
1759,Finland,0,0,1,0,Europe,5540718
1760,Finland,0,0,1,0,Europe,5540718
1761,Finland,0,0,1,0,Europe,5540718
1762,Finland,0,0,1,0,Europe,5540718
1763,Finland,0,0,1,0,Europe,5540718
1764,Finland,0,0,1,0,Europe,5540718
1765,Finland,0,0,1,0,Europe,5540718
1766,Finland,0,0,1,0,Europe,5540718
1767,Finland,0,0,1,0,Europe,5540718
1768,Finland,0,0,1,0,Europe,5540718
1769,Finland,0,0,1,0,Europe,5540718
1770,Finland,0,0,1,0,Europe,5540718
1771,Finland,0,0,1,0,Europe,5540718
1772,Finland,0,0,1,0,Europe,5540718
1773,Finland,0,0,1,0,Europe,5540718
1774,Finland,0,0,1,0,Europe,5540718
1775,Finland,0,0,1,0,Europe,5540718
1776,Finland,0,0,1,0,Europe,5540718
1777,Finland,0,0,1,0,Europe,5540718
1778,Finland,0,0,1,0,Europe,5540718
1779,Finland,0,0,1,0,Europe,5540718
1780,Finland,1,0,2,0,Europe,5540718
1781,Finland,0,0,2,0,Europe,5540718
1782,Finland,1,0,3,0,Europe,5540718
1783,Finland,0,0,3,0,Europe,5540718
1784,Finland,3,0,6,0,Europe,5540718
1785,Finland,1,0,7,0,Europe,5540718
1786,Finland,5,0,12,0,Europe,5540718
1787,Finland,7,0,19,0,Europe,5540718
1788,Finland,11,0,30,0,Europe,5540718
1789,Finland,10,0,40,0,Europe,5540718
1790,Finland,19,0,59,0,Europe,5540718
1791,Finland,96,0,155,0,Europe,5540718
1792,Finland,55,0,210,0,Europe,5540718
1793,Finland,57,0,267,0,Europe,5540718
1794,Finland,5,0,272,0,Europe,5540718
1795,Finland,47,0,319,0,Europe,5540718
1796,Finland,50,0,369,0,Europe,5540718
1797,Finland,31,0,400,0,Europe,5540718
1798,Finland,50,0,450,0,Europe,5540718
1799,Finland,71,1,521,1,Europe,5540718
1800,Finland,105,0,626,1,Europe,5540718
1801,Finland,74,0,700,1,Europe,5540718
1802,Finland,92,0,792,1,Europe,5540718
1803,Finland,88,2,880,3,Europe,5540718
1804,Finland,78,1,958,4,Europe,5540718
1805,Finland,67,3,1025,7,Europe,5540718
1806,Finland,193,2,1218,9,Europe,5540718
1807,Finland,0,2,1218,11,Europe,5540718
1808,Finland,95,2,1313,13,Europe,5540718
1809,Finland,71,4,1384,17,Europe,5540718
1810,Finland,62,0,1446,17,Europe,5540718
1811,Finland,72,2,1518,19,Europe,5540718
1812,Finland,97,1,1615,20,Europe,5540718
1813,Finland,267,5,1882,25,Europe,5540718
1814,Finland,45,3,1927,28,Europe,5540718
1815,France,3,0,3,0,Europe,65273512
1816,France,0,0,3,0,Europe,65273512
1817,France,0,0,3,0,Europe,65273512
1818,France,0,0,3,0,Europe,65273512
1819,France,1,0,4,0,Europe,65273512
1820,France,1,0,5,0,Europe,65273512
1821,France,1,0,6,0,Europe,65273512
1822,France,0,0,6,0,Europe,65273512
1823,France,0,0,6,0,Europe,65273512
1824,France,0,0,6,0,Europe,65273512
1825,France,0,0,6,0,Europe,65273512
1826,France,0,0,6,0,Europe,65273512
1827,France,0,0,6,0,Europe,65273512
1828,France,0,0,6,0,Europe,65273512
1829,France,5,0,11,0,Europe,65273512
1830,France,0,0,11,0,Europe,65273512
1831,France,0,0,11,0,Europe,65273512
1832,France,0,0,11,0,Europe,65273512
1833,France,0,0,11,0,Europe,65273512
1834,France,0,0,11,0,Europe,65273512
1835,France,0,0,11,0,Europe,65273512
1836,France,0,1,11,1,Europe,65273512
1837,France,0,0,11,1,Europe,65273512
1838,France,1,0,12,1,Europe,65273512
1839,France,0,0,12,1,Europe,65273512
1840,France,0,0,12,1,Europe,65273512
1841,France,0,0,12,1,Europe,65273512
1842,France,0,0,12,1,Europe,65273512
1843,France,0,0,12,1,Europe,65273512
1844,France,0,0,12,1,Europe,65273512
1845,France,0,0,12,1,Europe,65273512
1846,France,0,0,12,1,Europe,65273512
1847,France,2,0,14,1,Europe,65273512
1848,France,3,1,17,2,Europe,65273512
1849,France,21,0,38,2,Europe,65273512
1850,France,19,0,57,2,Europe,65273512
1851,France,43,0,100,2,Europe,65273512
1852,France,30,0,130,2,Europe,65273512
1853,France,48,1,178,3,Europe,65273512
1854,France,34,1,212,4,Europe,65273512
1855,France,73,0,285,4,Europe,65273512
1856,France,138,3,423,7,Europe,65273512
1857,France,190,2,613,9,Europe,65273512
1858,France,103,1,716,10,Europe,65273512
1859,France,410,9,1126,19,Europe,65273512
1860,France,286,11,1412,30,Europe,65273512
1861,France,372,3,1784,33,Europe,65273512
1862,France,497,15,2281,48,Europe,65273512
1863,France,595,13,2876,61,Europe,65273512
1864,France,785,18,3661,79,Europe,65273512
1865,France,838,12,4499,91,Europe,65273512
1866,France,924,36,5423,127,Europe,65273512
1867,France,1210,21,6633,148,Europe,65273512
1868,France,1097,27,7730,175,Europe,65273512
1869,France,1404,69,9134,244,Europe,65273512
1870,France,1861,128,10995,372,Europe,65273512
1871,France,1617,78,12612,450,Europe,65273512
1872,France,1847,112,14459,562,Europe,65273512
1873,France,1559,112,16018,674,Europe,65273512
1874,France,3838,186,19856,860,Europe,65273512
1875,France,2446,240,22302,1100,Europe,65273512
1876,France,2931,231,25233,1331,Europe,65273512
1877,France,3922,365,29155,1696,Europe,65273512
1878,France,3809,299,32964,1995,Europe,65273512
1879,France,4611,319,37575,2314,Europe,65273512
1880,France,2599,292,40174,2606,Europe,65273512
1881,France,4376,418,44550,3024,Europe,65273512
1882,France,7578,499,52128,3523,Europe,65273512
1883,France,4861,509,56989,4032,Europe,65273512
1884,France,2116,471,59105,4503,Europe,65273512
1885,France,5233,2004,64338,6507,Europe,65273512
1886,France,4267,1053,68605,7560,Europe,65273512
1887,France,1873,518,70478,8078,Europe,65273512
1888,French Polynesia,3,0,3,0,Oceania,280904
1889,French Polynesia,0,0,3,0,Oceania,280904
1890,French Polynesia,12,0,15,0,Oceania,280904
1891,French Polynesia,2,0,17,0,Oceania,280904
1892,French Polynesia,1,0,18,0,Oceania,280904
1893,French Polynesia,5,0,23,0,Oceania,280904
1894,French Polynesia,2,0,25,0,Oceania,280904
1895,French Polynesia,0,0,25,0,Oceania,280904
1896,French Polynesia,5,0,30,0,Oceania,280904
1897,French Polynesia,0,0,30,0,Oceania,280904
1898,French Polynesia,4,0,34,0,Oceania,280904
1899,French Polynesia,1,0,35,0,Oceania,280904
1900,French Polynesia,1,0,36,0,Oceania,280904
1901,French Polynesia,1,0,37,0,Oceania,280904
1902,French Polynesia,0,0,37,0,Oceania,280904
1903,French Polynesia,0,0,37,0,Oceania,280904
1904,French Polynesia,2,0,39,0,Oceania,280904
1905,French Polynesia,1,0,40,0,Oceania,280904
1906,French Polynesia,1,0,41,0,Oceania,280904
1907,Gabon,1,0,1,0,Africa,2225728
1908,Gabon,0,0,1,0,Africa,2225728
1909,Gabon,0,0,1,0,Africa,2225728
1910,Gabon,0,0,1,0,Africa,2225728
1911,Gabon,0,0,1,0,Africa,2225728
1912,Gabon,2,0,3,0,Africa,2225728
1913,Gabon,0,0,3,0,Africa,2225728
1914,Gabon,0,1,3,1,Africa,2225728
1915,Gabon,0,0,3,1,Africa,2225728
1916,Gabon,3,0,6,1,Africa,2225728
1917,Gabon,0,0,6,1,Africa,2225728
1918,Gabon,0,0,6,1,Africa,2225728
1919,Gabon,0,0,6,1,Africa,2225728
1920,Gabon,1,0,7,1,Africa,2225728
1921,Gabon,0,0,7,1,Africa,2225728
1922,Gabon,0,0,7,1,Africa,2225728
1923,Gabon,0,0,7,1,Africa,2225728
1924,Gabon,0,0,7,1,Africa,2225728
1925,Gabon,9,0,16,1,Africa,2225728
1926,Gabon,2,0,18,1,Africa,2225728
1927,Gabon,0,0,18,1,Africa,2225728
1928,Gabon,3,0,21,1,Africa,2225728
1929,Gabon,0,0,21,1,Africa,2225728
1930,Gabon,0,0,21,1,Africa,2225728
1931,Gambia,1,0,1,0,Africa,2416664
1932,Gambia,0,0,1,0,Africa,2416664
1933,Gambia,0,0,1,0,Africa,2416664
1934,Gambia,0,0,1,0,Africa,2416664
1935,Gambia,0,0,1,0,Africa,2416664
1936,Gambia,0,0,1,0,Africa,2416664
1937,Gambia,1,1,2,1,Africa,2416664
1938,Gambia,1,0,3,1,Africa,2416664
1939,Gambia,0,0,3,1,Africa,2416664
1940,Gambia,0,0,3,1,Africa,2416664
1941,Gambia,0,0,3,1,Africa,2416664
1942,Gambia,0,0,3,1,Africa,2416664
1943,Gambia,0,0,3,1,Africa,2416664
1944,Gambia,1,0,4,1,Africa,2416664
1945,Gambia,0,0,4,1,Africa,2416664
1946,Gambia,0,0,4,1,Africa,2416664
1947,Gambia,0,0,4,1,Africa,2416664
1948,Gambia,0,0,4,1,Africa,2416664
1949,Gambia,0,0,4,1,Africa,2416664
1950,Gambia,0,0,4,1,Africa,2416664
1951,Georgia,1,0,1,0,Asia,3989175
1952,Georgia,0,0,1,0,Asia,3989175
1953,Georgia,1,0,2,0,Asia,3989175
1954,Georgia,1,0,3,0,Asia,3989175
1955,Georgia,0,0,3,0,Asia,3989175
1956,Georgia,0,0,3,0,Asia,3989175
1957,Georgia,6,0,9,0,Asia,3989175
1958,Georgia,3,0,12,0,Asia,3989175
1959,Georgia,1,0,13,0,Asia,3989175
1960,Georgia,2,0,15,0,Asia,3989175
1961,Georgia,8,0,23,0,Asia,3989175
1962,Georgia,1,0,24,0,Asia,3989175
1963,Georgia,1,0,25,0,Asia,3989175
1964,Georgia,5,0,30,0,Asia,3989175
1965,Georgia,0,0,30,0,Asia,3989175
1966,Georgia,0,0,30,0,Asia,3989175
1967,Georgia,3,0,33,0,Asia,3989175
1968,Georgia,1,0,34,0,Asia,3989175
1969,Georgia,0,0,34,0,Asia,3989175
1970,Georgia,6,0,40,0,Asia,3989175
1971,Georgia,3,0,43,0,Asia,3989175
1972,Georgia,6,0,49,0,Asia,3989175
