,Year,Country Name,Country Code,Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Current health expenditure per capita, PPP (current international $) [SH.XPD.CHEX.PP.CD]",Diabetes prevalence (% of population ages 20 to 79) [SH.STA.DIAB.ZS],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Net migration [SM.POP.NETM],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],"People using at least basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","People using at least basic drinking water services, urban (% of urban population) [SH.H2O.BASW.UR.ZS]",People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],"People using at least basic sanitation services, rural (% of rural population) [SH.STA.BASS.RU.ZS]","People using at least basic sanitation services, urban  (% of urban population) [SH.STA.BASS.UR.ZS]",Rural population (% of total population) [SP.RUR.TOTL.ZS],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]
33,2018,Cambodia,KHM,89.0,77.67368199,228.57086774,5.2,69.289,9069699.0,80.52649,92.21236,-149999.0,78.51065693142179,72.8966363008042,97.326655863793,59.22696597977549,48.304464650274,95.8349260458547,76.612,107.4148,,13.134279999999999,6.7,23.388
34,2018,Cameroon,CMR,64.7,64.46729416,169.28882146,3.9,58.511,11032181.0,77.07104,85.08,-24000.0,60.384863947357395,39.0120216289774,77.33040016924379,39.075550156475,17.795801157121502,55.9472769998015,43.626000000000005,103.4021,60.05816,12.76025,8.9,56.373999999999995
35,2018,Canada,CAN,97.9,4458.21499934,4718.29681786,9.2,82.2489756097561,20337723.0,,,1210159.0,99.43624408483021,98.88074497260271,99.56359739726031,99.2860128514909,98.7397144109589,99.4112568493151,18.589000000000002,100.9437,113.7629,68.92251,8.9,81.411
36,2018,Cayman Islands,CYM,,,,10.2,82.19024390243901,,,,,96.125,,96.125,83.654025,,83.654025,0.0,,,,,100.0
37,2018,Central African Republic,CAF,40.0,16.36043526,29.907771899999997,4.5,52.24,1874324.0,37.39582,38.26865,-200000.0,46.3337584314195,33.7461631055046,64.73635351463649,25.3196707449267,9.05350634853817,49.100196666943596,58.636,102.0189,17.135379999999998,2.9803,3.3,41.364
38,2018,Chad,TCD,20.2,31.68594246,94.95477954,3.7,53.711999999999996,5832658.0,22.31155,30.79161,10000.0,38.7005994293504,29.4709961518924,69.8489994300312,8.34248327844754,1.8897487915599,30.1194043954243,76.941,86.84687,22.5566,3.2513,1.6,23.059
39,2018,Channel Islands,CHI,,,,3.0,82.766,83032.0,,,6754.0,94.15,,,98.5,,,69.086,,,,,30.914
40,2018,Chile,CHL,99.7,1190.54854502,2002.00838398,5.7,79.90899999999999,9383017.0,96.40228,99.00865999999999,558539.0,99.8327911983629,100.0,99.80888083679409,100.00000135222601,100.0,100.0,12.436,101.4302,101.8314,88.46441999999999,9.3,87.564
41,2018,China,CHN,99.9,398.33155573,761.48785586,4.2,76.47,785974695.0,96.84089,99.7836,-1741996.0,92.8461355129662,86.1516112520684,97.7018604399465,84.76078771054509,76.4390658621651,90.7967643744278,40.848,100.2227,88.1734,50.604440000000004,7.2,59.152
42,2018,Colombia,COL,99.2,340.36546879,829.80292211,5.2,76.925,26730894.0,95.09251,98.85165,1023981.0,97.3001096098102,86.4469113521274,99.9381928,89.6253577567162,76.1792595928905,92.8936970056793,19.222,114.5267,97.50623,55.327490000000004,5.8,80.778
43,2018,Comoros,COM,82.2,59.00043787,115.84633521,3.4,63.912,221826.0,58.81701999999999,78.27039,-10000.0,80.1675168710773,76.9117234537314,88.22284557843349,35.856624116232794,32.0654243709401,45.23662961070729,71.035,99.44759,55.510290000000005,8.99478,0.9,28.965
44,2018,"Congo, Dem. Rep.",COD,80.1,20.517523100000002,34.48820942,3.2,60.026,28791023.0,77.04268,84.98951,119303.0,43.243322039902104,22.830762296419802,69.3498146736695,20.4559768639167,18.1678960787373,23.382300897472895,55.54,107.9771,46.16579,6.603339999999999,2.6,44.46
45,2018,"Congo, Rep.",COG,94.4,70.37796786,263.28980735,5.1,63.95399999999999,2114590.0,80.29876,82.05479,-20000.0,73.2177609739195,45.7244131772314,87.093296161588,20.172878924470698,6.25684968858186,27.1961185449539,33.084,106.6401,52.592819999999996,12.66688,7.8,66.916
46,2018,Costa Rica,CRI,90.0,888.85370049,1248.54792795,9.3,79.914,2362000.0,97.86379000000001,99.43,21000.0,99.70151391303591,99.53438,99.74713,97.81836025218608,95.77559044728191,98.3758607035873,20.66,113.2943,132.8169,55.20794,4.8,79.34
47,2018,Cote d'Ivoire,CIV,73.6,67.57069603,162.6449615,4.7,57.016999999999996,8340270.0,47.16535,58.42015,-40000.0,72.8689464400465,57.8349576582524,87.708161229067,32.134907136788,18.020003613628,46.0669439466144,49.221000000000004,99.79975,51.02666,9.34137,8.4,50.778999999999996
48,2018,Croatia,HRV,99.9,884.49111374,1705.20761848,6.9,77.8268292682927,1806951.0,99.12536,99.72363,-40004.0,99.5866665552939,99.6055555555556,99.5722222222222,96.53844584148528,94.8248450863068,97.8488285889463,43.053000000000004,98.20057,98.87111,66.53238,8.9,56.946999999999996
49,2018,Cuba,CUB,99.9,970.64616387,2457.66804544,9.5,78.66199999999999,5094326.0,99.75253000000001,99.87465,-72000.0,95.32758230796841,90.3072287506625,96.82912204458941,92.81024176314828,94.7940984320558,92.2168964128755,22.963,101.9045,101.1372,39.913140000000006,6.1,77.03699999999999
50,2018,Curacao,CUW,,,,,78.0170731707317,,,,2573.0,99.49775184751779,,,98.95027511821921,,,10.855,160.9964,87.21238000000001,21.42857,,89.145
51,2018,Cyprus,CYP,97.4,1634.43092199,2270.83174445,9.1,80.672,615252.0,98.67843,99.82099000000001,25000.0,99.61328614893209,99.7460209596415,99.54742703345791,99.1523114561557,98.38598333393209,99.5325670685768,33.19,99.30011999999999,99.77831,60.10123000000001,10.8,66.81
52,2018,Czech Republic,CZE,99.8,1321.62020252,2484.63352906,6.4,79.4756097560976,5403502.0,,,110057.0,99.8802587968555,99.8175993035151,99.90265093210189,99.13409922582059,99.24985332857979,99.09274193548391,26.208000000000002,100.671,103.4916,64.07869000000001,14.4,73.792
53,2018,Denmark,DNK,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174.0,,,75998.0,99.99999893547371,100.0,100.0,99.59722881649151,99.5975855130785,99.59718026183279,12.126,101.2681,129.0775,80.61601999999999,10.4,87.874
54,2018,Djibouti,DJI,87.4,70.19033417,122.07560573,5.3,65.893,425274.0,,,4501.0,75.6323076781448,47.05603426645679,83.8583649879653,63.6053572453779,19.420101309291898,76.3246650096769,22.223000000000003,70.29769,51.45778,5.34532,0.5,77.777
55,2018,Dominica,DMA,96.0,419.36591407,580.65767054,11.5,,,,,,96.5,,,77.8927614955628,,,29.517,114.7266,94.25424,,8.2,70.483
56,2018,Dominican Republic,DOM,99.6,414.17657995,936.82158997,11.2,73.689,4901539.0,93.77846,98.83941,-150000.0,96.6902247501612,90.2798890990542,98.26516237118089,83.8932063216788,73.57538100123129,86.42816223660878,18.926,107.7998,79.73947,59.91559,6.9,81.074
57,2018,Ecuador,ECU,96.7,504.78248204,942.8866596,5.9,76.584,8498401.0,92.82979,99.25505,182000.0,93.9945365448314,83.4696777860368,100.0,87.9887160353163,82.95581517926679,90.86047725895041,36.179,103.5349,102.1983,44.89223,4.4,63.821000000000005
58,2018,"Egypt, Arab Rep.",EGY,91.5,130.9858695,516.34315446,11.4,71.656,31324555.0,71.16825,88.19256,-190164.0,99.1057304582077,98.81710840807301,99.4929590931025,94.1930218824391,91.1308899323113,98.301319132641,57.29600000000001,106.2849,87.91114,35.16452,0.4,42.70399999999999
59,2018,El Salvador,SLV,99.9,293.87255671,599.54871678,9.0,72.872,2852581.0,88.48271,97.98045,-202694.0,97.38837497149429,92.2184128467767,99.4719521474883,87.43356666807692,78.5899750240238,90.9976772453255,27.976999999999997,96.15064,71.49817,28.58629,3.8,72.023
60,2018,Equatorial Guinea,GNQ,68.3,281.37453092,838.74427202,4.8,58.06100000000001,511285.0,95.0,98.2,79998.0,64.66581781260079,30.7753693172888,78.0780059803309,66.3127900215243,57.25153395443439,69.89879365392261,27.857,61.77515,,,11.3,72.143
61,2018,Eritrea,ERI,34.1,29.891224600000005,55.33103421,2.5,65.538,1540692.0,76.57052,93.27239,-199290.0,51.849718417039604,27.80157647,89.73822452625,11.939966186728,5.559225960000019,21.9929971275001,64.229,68.47452,47.492129999999996,3.3625599999999998,1.3,35.771
62,2018,Estonia,EST,99.4,1185.33334806,1987.71815596,7.6,77.6414634146342,700051.0,99.88579,99.9489,19555.0,99.71282683532681,99.1894970358732,99.9510695490753,99.1465538894863,99.37691056966221,99.0416854094714,31.12,97.23017,117.5201,69.63503,11.6,68.88
63,2018,Eswatini,SWZ,88.3,220.58673255,663.25257978,4.2,58.318999999999996,372633.0,88.41938,95.46937,-41764.0,69.0086551447465,60.417891456660996,96.7809181526376,58.351983291024396,60.658390907384394,50.895824694086706,76.20100000000001,115.1601,82.41221,6.747960000000001,9.9,23.799
64,2018,Ethiopia,ETH,27.7,27.52365701,69.52478888,2.5,65.872,51941541.0,51.77118,72.75482,150002.0,41.0599521347594,31.066748555710102,80.27010879127391,7.31633289543501,4.1861249334331605,19.598275691944,79.237,100.9715,34.93947,8.105319999999999,2.9,20.763
65,2018,Faroe Islands,FRO,,,,,82.4,,,,,100.0,,,90.88347571813541,,,57.93600000000001,,,,,42.06399999999999
66,2018,Fiji,FJI,99.9,179.91156997,313.17131214,9.4,67.252,356596.0,99.08211,99.74434000000001,-31008.0,93.79091928284979,88.70102639574041,97.8321893850611,95.0721750698175,94.74825870646771,95.3293579897446,43.751999999999995,106.4389,89.88189,,3.0,56.248000000000005
67,2018,Finland,FIN,99.9,4117.25778244,4112.05423386,5.7,81.4292682926829,2708549.0,,,70000.0,100.000002210125,100.0,100.0,99.44784411997108,99.452710322836,99.4470046082949,14.618,100.1546,153.9636,88.19783000000001,10.7,85.382
68,2018,France,FRA,97.4,4263.36156106,4782.28854931,6.7,82.5243902439024,30259162.0,,,182636.0,100.00000150287701,100.0,100.0,98.6500115526393,98.89224572004031,98.5901309164149,19.555999999999997,102.5108,103.76,65.62899999999999,12.6,80.444
69,2018,French Polynesia,PYF,,,,13.8,77.251,116923.0,,,-5000.0,100.0,,,96.8546138296275,,,38.166,,,,,61.833999999999996
70,2018,Gabon,GAB,89.3,220.35470890000002,555.6279022000001,5.0,65.839,695204.0,84.66716,89.78366,16301.0,85.7710036556955,55.054808280307796,89.5766952253948,47.413276717843,37.405131689253004,48.65327071799501,10.63,139.9336,,,11.5,89.37
71,2018,"Gambia, The",GMB,57.2,20.93043715,74.31114618,4.3,61.44,756135.0,50.77797,67.16138000000001,-15436.0,77.9915668246608,63.3687005298347,87.49924519355291,39.2311499837464,29.607143052000197,45.48860677772161,38.73,98.01438,50.12895,2.7246099999999998,3.8,61.27
72,2018,Georgia,GEO,99.9,308.03165121,797.17595278,7.5,73.414,2021841.0,99.36426,99.64081,-50000.0,98.3944393544552,96.1560951630825,100.0,90.02479096818969,82.738708713115,95.25108591158529,41.368,98.63084,105.9787,60.33445,9.8,58.632
73,2018,Germany,DEU,98.7,4714.260873300001,5463.33065234,8.9,80.990243902439,43422774.0,,,2719112.0,100.0,100.0,100.0,99.22503756498129,98.991935483871,99.2936427850656,22.688000000000002,104.0224,98.40928000000001,70.24665,13.4,77.312
74,2018,Ghana,GHA,70.8,67.50885898,189.37488586,4.3,63.463,12535169.0,79.03964,92.49096999999999,-50000.0,81.453389676073,67.5403359777308,92.6509771705043,18.472165615109603,11.9317235420846,23.736083512133497,43.94,103.5685,71.31969000000001,15.691770000000002,2.7,56.06
75,2018,Gibraltar,GIB,,,,,,,,,,100.0,,100.0,100.0,,100.0,0.0,103.544,117.4721,,,100.0
76,2018,Greece,GRC,,1510.66671302,2261.1565296,6.0,81.3878048780488,4867553.0,97.36874,98.81486,-80000.0,100.0,100.0,100.0,98.98319077538571,98.14471243042671,99.20979849861709,20.941999999999997,99.55348000000001,104.4963,136.6026,10.4,79.058
77,2018,Greenland,GRL,,,,,71.2463414634146,,,,,99.99999746722472,100.0,100.0,99.5972321483041,99.5975855130785,99.59718026183279,13.184000000000001,,,,,86.816
78,2018,Grenada,GRD,99.3,516.41704659,745.1027805,9.5,72.388,,98.6,99.2,-1000.0,95.6286504435547,,,91.49389213371971,,,63.728,111.4477,114.4597,100.1964,9.3,36.272
79,2018,Guam,GUM,,,,6.7,79.631,81131.0,,,-2532.0,99.6952,,,90.3507655120101,,,5.22,,,,,94.78
80,2018,Guatemala,GTM,65.5,241.35228463,462.40585501,8.6,73.81,7043698.0,81.2859,94.35425,-46073.0,94.1905807380076,90.3578402371987,97.9204695762194,65.0631350754195,50.507395906905096,79.2282707127283,48.946000000000005,101.9026,52.72243,21.78329,2.5,51.053999999999995
81,2018,Guinea,GIN,62.7,37.45933893,107.72365549,4.3,60.706,4502810.0,32.003840000000004,46.29505,-20000.0,61.8987230773796,48.717783873547404,85.5432529774727,22.7192698908919,16.5589905660092,33.7698412073705,63.86,91.50917,39.33397,11.55931,1.3,36.14
82,2018,Guinea-Bissau,GNB,45.0,39.05417469,97.97199975,3.9,57.673,788434.0,45.58116,60.40235,-6996.0,66.6344142282775,53.4816619902369,84.10863695954221,20.538003002039602,8.190977175477151,36.9417665080619,56.64,118.6852,,,4.8,43.36
83,2018,Guyana,GUY,85.7,192.27367614,332.67455358,9.5,69.624,321217.0,85.63973,96.68966999999999,-30001.0,95.5397476791324,93.9284904953426,100.0,85.7631015015164,83.68677187652351,91.5107587482501,73.39399999999999,97.81164,97.72779,11.62275,6.3,26.605999999999998
84,2018,Haiti,HTI,41.6,37.7231276,95.4432869,7.2,63.29,5040560.0,61.69135,82.99425,-175000.0,65.4668259265366,42.635609590493104,84.64645957001109,34.704454288467495,23.898516742165604,43.782110084893205,44.722,,,,5.8,55.278
85,2018,Honduras,HND,82.8,199.55451507,400.33640974,9.1,74.898,4267576.0,87.20524,96.51584,-34000.0,94.82710943824591,88.8744945979465,99.41811587716542,81.2512629376572,76.0391944073856,85.2711166185552,42.903999999999996,91.53496,52.178909999999995,26.16422,4.0,57.096000000000004
86,2018,"Hong Kong SAR, China",HKG,,,,8.5,84.6804878048781,3955888.0,,,146542.0,100.0,,100.0,96.43622448979592,,96.43622448979592,0.0,108.6177,107.4898,76.92223,,100.0
87,2018,Hungary,HUN,99.2,942.59196302,1963.16263,6.4,76.0634146341464,4694817.0,99.1,98.8,29999.0,99.9999974886679,100.0,100.0,97.9908733908907,98.56985698569858,97.75510204081628,28.649,100.8055,103.49,48.50038,11.4,71.351
88,2018,Iceland,ISL,97.9,5063.60583151,4245.10898783,1.6,82.2048780487805,216339.0,,,1900.0,99.9999994306847,100.0,100.0,98.7821682352681,100.0,98.7012987012987,6.187,100.3514,117.5167,71.84501,9.1,93.81299999999999
89,2018,India,IND,81.4,62.71555407,241.48305525,7.8,69.165,512348470.0,74.37299,91.66404,-2663434.0,92.6746425707427,90.9954617714007,95.9930239185487,59.5434482675674,53.233943154185894,72.012233100229,65.97,112.9579,73.47688000000001,28.06055,5.7,34.03
90,2018,Indonesia,IDN,92.59,111.55321931,362.72194133,4.8,71.282,131962824.0,95.65856,99.70708,-494777.0,89.34401222844721,81.98209521780159,95.4509053839593,73.1283873746602,64.5410145761707,80.2518265673452,44.675,106.4108,88.91017,36.311040000000006,0.8,55.325
91,2018,"Iran, Islamic Rep.",IRN,99.0,415.39119979,1563.75167829,8.0,76.271,27212758.0,85.54425,98.10135,-274998.0,95.2445448799574,89.0139551880673,97.38907954294359,88.4218671015005,78.78162658266129,91.73998480375981,25.101999999999997,110.7075,86.31149,69.63566,1.0,74.898
92,2018,Iraq,IRQ,70.4,152.64254835,493.71787059,10.2,70.294,10075714.0,50.14052,56.33909,39171.0,96.5334783341414,91.06469556887849,98.846341647805,94.1210224523593,88.0486932605416,96.68913777616329,29.526999999999997,,,,0.4,70.473
93,2018,Ireland,IRL,99.7,4758.59431522,5299.65396729,5.2,81.95609756097559,2345526.0,,,118020.0,97.3945446115608,98.0955525647357,96.98190462654492,91.24518131134208,94.29626006854731,89.44920012888409,36.83,100.8528,125.3071,77.78062,13.0,63.17
94,2018,Isle of Man,IMN,81.4306770819,,,,,,,,,99.075,,,,,,47.412,,,,,52.588
95,2018,Israel,ISR,,2837.13963899,2843.0440065000003,6.5,82.60243902439029,4101298.0,,,50002.0,100.000001466914,100.0,100.0,100.000001466914,100.0,100.0,7.58199999999999,104.9011,105.0846,63.354690000000005,3.8,92.41799999999999
96,2018,Italy,ITA,99.9,2738.70612439,3427.30646617,5.9,83.24390243902441,25616738.0,99.15576,99.93,744713.0,99.4427338843003,99.3845930232558,99.4674808858173,98.7724326744163,98.6407638190955,98.82847603710199,29.561999999999998,101.8794,101.2704,61.933,7.5,70.438
97,2018,Jamaica,JAM,99.1,296.24614827,535.66458325,10.6,74.267,1500953.0,88.1,96.3,-56658.0,90.6484361806871,84.6129109607739,95.51168952186849,87.3126001706103,89.5267328649968,85.5285154668853,44.326,90.99539,82.28867,27.130609999999997,4.2,55.674
98,2018,Japan,JPN,99.9,4233.0332763999995,4592.42820832,5.0,84.099756097561,67086929.0,,,357800.0,99.0102083333333,,,99.8947075676591,,,8.384,,,,8.0,91.616
99,2018,Jordan,JOR,99.7,223.53819879,494.75364627,10.1,74.292,2572588.0,98.22711,99.34374,51099.0,98.9372226482137,97.7009418529146,99.06328250219592,97.3397541392762,96.2592410727504,97.44993112534809,9.021,81.4589,63.116530000000004,34.41532,0.7,90.979
100,2018,Kazakhstan,KAZ,99.4,262.0090142,858.76985003,5.8,72.95,9256772.0,99.78163,99.89735999999999,-90000.0,95.62750722128891,92.3144598166979,98.0927667256637,97.8737016782929,99.0010212840988,97.0348621383728,42.571999999999996,105.8367,114.2437,53.98825,7.7,57.428000000000004
101,2018,Kenya,KEN,61.8,66.20980967,143.54423755,3.5,65.90899999999999,20518673.0,81.53497,87.83,-50000.0,58.916333388954705,49.610464241471206,84.6449849397351,29.051115063143897,27.014748205288402,34.6812150016853,72.97,103.2053,,11.46471,3.4,27.03
102,2018,Kiribati,KIR,98.3,188.04908791,249.84131429,6.6,67.851,,,,-3999.0,71.6159771184775,,,47.802889981692,,,45.943000000000005,101.3046,,,0.4,54.056999999999995
103,2018,"Korea, Dem. People’s Rep.",PRK,,,,5.3,71.91,16426785.0,,,-27013.0,94.51245281574239,90.185296653467,97.2010172320734,83.1584104616353,72.28252176142429,89.91585721391242,38.101,112.7793,92.77569,27.02157,3.9,61.898999999999994
104,2018,"Korea, Rep.",KOR,100.0,2043.86063994,2711.738257,7.9,82.62682926829271,28295132.0,,,58657.0,99.7876549986742,,,100.0,,,18.541,98.0886,100.3382,94.34969,10.2,81.459
105,2018,Kosovo,XKX,,,,,71.9463414634146,,,,,,,,,,,,,,,,
106,2018,Kuwait,KWT,99.9,1068.32321339,2899.26023773,14.6,75.311,2399511.0,96.05646999999999,99.08013000000001,197600.0,100.0,,,100.0,,,0.0,92.36027,97.82772,54.36414,0.0,100.0
107,2018,Kyrgyz Republic,KGZ,98.4,72.87788481,240.22661084,5.2,71.2,2630690.0,99.586,99.75,-20000.0,87.45590289924151,81.9794060120075,97.13506378480551,96.50706695539141,99.1736565526288,91.7941363614567,63.648999999999994,107.5654,95.05481,41.26702,6.2,36.351
108,2018,Lao PDR,LAO,40.1,55.21359284,154.62945928,5.6,67.277,3722297.0,84.66104,92.46264000000001,-73518.0,82.06189686468251,75.58232283530151,94.4358400784517,74.4594104323402,63.5118950384441,95.36570614277541,64.99600000000001,102.361,67.36178000000001,14.96676,10.4,35.004
109,2018,Latvia,LVA,99.9,874.20357724,1589.69204471,7.6,74.6804878048781,987954.0,99.8959,99.83543,-74186.0,98.6261823719404,98.1816027088036,98.83467607361959,92.1482658643503,83.4429957983842,96.23076025324059,31.858,99.36784,110.7233,88.05743000000001,12.9,68.142
110,2018,Lebanon,LBN,,662.12705762,1147.37477362,7.8,78.833,2392232.0,95.06944,99.75182,-150060.0,92.6,,,98.4766391682531,,,11.407,,,,1.5,88.59299999999999
111,2018,Lesotho,LSO,77.9,85.51857328,242.72999969,3.9,52.946999999999996,949865.0,76.6352,86.6322,-50234.0,68.6499375846189,59.3229247899882,92.95802343343651,42.754320187174294,42.765976857045295,42.7239405427829,71.847,120.8975,62.01393,10.19626,5.0,28.153000000000002
112,2018,Liberia,LBR,61.1,68.31283566,133.14859723,4.7,63.295,1590973.0,48.301359999999995,55.3987,-25000.0,72.9480309493773,61.9620185085871,83.6319659891246,16.9735176994451,5.89319861918721,27.749166271770502,48.849,85.10919,37.9035,11.92253,5.8,51.151
113,2018,Libya,LBY,99.9,312.57731461,627.28245574,9.0,72.52,2507512.0,,,-9997.0,98.5289473684209,,,100.0,,,19.898,,,,0.0,80.102
114,2018,Liechtenstein,LIE,,,,8.9,82.2585365853659,,,,,100.0,,,99.95,,,85.662,105.491,116.0284,35.02262,,14.338
115,2018,Lithuania,LTU,100.0,987.94931374,1978.26935572,7.6,74.67073170731709,1448634.0,99.8156,99.8558,-163902.0,97.5420681037655,92.76134828978,99.84221787588629,93.3536351507625,85.1264919750797,97.311964071314,32.321,103.8747,108.4018,72.41745999999999,15.0,67.679
116,2018,Luxembourg,LUX,,6271.43758791,6374.20353899,5.3,82.68536585365851,297095.0,,,48704.0,99.8896031910585,98.8095238095238,100.0,97.6005402087149,98.7495697954272,97.48310469314079,9.019000000000009,102.2859,103.6551,19.151770000000003,13.0,90.98100000000001
117,2018,"Macao SAR, China",MAC,,,,8.5,83.98899999999999,385832.0,96.53849,99.79874000000001,25000.0,100.0,,100.0,,,,0.0,100.4094,101.0366,90.6571,,100.0
118,2018,Madagascar,MDG,44.3,24.11914971,90.42908953,3.2,66.311,13464363.0,74.80431999999999,81.19837,-7500.0,54.4039816407791,36.3313416029894,85.81559855326529,10.5067603950822,6.32665287002952,17.772103806747698,62.809,142.5343,36.52693,5.28315,1.9,37.191
119,2018,Malawi,MWI,89.8,29.58739886,115.15690197,2.3,63.278999999999996,7871450.0,62.14354,72.93561,-80263.0,68.8318767609239,65.4186030554726,85.8402365468463,26.2261482497524,24.6546167713265,34.0570982505523,83.06299999999999,142.4578,40.28176,0.82388,3.7,16.937
120,2018,Malaysia,MYS,99.4,361.52197369,1052.5475800000002,11.6,75.828,15479066.0,93.7347,97.61447,249999.0,96.69593890542808,89.3371585374287,99.09073057034429,99.572036160354,98.67944894331829,99.8625101061693,23.964000000000002,105.2916,81.99226,45.12539,0.9,76.036
121,2018,Maldives,MDV,99.5,1047.8439321,1628.54287872,7.4,78.325,269280.0,97.73495,98.75365,56851.0,99.2562009878925,99.87521,98.3033232521295,99.3729980716322,99.39409,99.34053,60.192,97.1098,,31.22359,2.7,39.808
122,2018,Mali,MLI,43.7,29.7866224,81.18253226,4.2,58.452,7104719.0,35.47377,50.1347,-200000.0,78.26082957726409,68.3489846170684,92.1915790324763,39.3354203409472,29.4273242322002,53.260903381168205,57.644,75.6006,41.02728,5.50317,1.3,42.356
123,2018,Malta,MLT,99.8,2327.78190367,3511.13645593,6.8,82.45365853658541,226825.0,94.50319,99.30071,4501.0,100.00000221354901,100.0,100.0,99.95599411152729,100.0,99.95345323741009,5.38800000000001,103.9727,95.80821999999999,48.60341,8.1,94.61200000000001
124,2018,Marshall Islands,MHL,90.1,851.3429126,934.44488062,9.1,,,98.26508000000001,98.45878,,88.48643788457291,94.3540399999999,86.6973857894738,83.49405738324721,58.528030950269994,91.10629560948999,22.969,84.74016,64.44054,23.661270000000002,,77.031
125,2018,Mauritania,MRT,69.3,46.77139384,163.91744893,4.8,64.464,1220438.0,53.49759,63.94781,25002.0,70.6961876450991,49.9113389029252,89.25869464770979,48.4354897706697,18.9161597184893,74.7985765365668,46.328,99.89175999999999,36.833909999999996,4.99912,0.0,53.672
126,2018,Mauritius,MUS,99.8,553.09652768,1206.73977865,16.2,74.51463414634149,605008.0,91.32539,99.04203000000001,0.0,99.8663313545971,99.82768233823299,99.92231521881381,95.5048377122011,95.1847186048453,95.9685365673161,59.207,101.1076,95.0962,40.59604,3.6,40.793
127,2018,Mexico,MEX,97.7,461.78664709,971.8231599,10.8,74.947,56635827.0,95.37991,99.31845,-300000.0,99.31821889034892,96.61361437123008,100.0,91.183055555117,82.4439140306015,93.38603257592109,19.844,105.77,104.385,40.22896,6.5,80.156
128,2018,"Micronesia, Fed. Sts.",FSM,,386.6940552,431.58638482,6.2,67.618,,,,-2999.0,78.56647901696779,,,88.30933154788359,,,77.297,97.17474,,,2.5,22.703000000000003
129,2018,Moldova,MDA,99.7,171.19013187,480.38300046,7.6,71.717,1254712.0,99.35989000000001,99.81101,-6935.0,89.05565265266209,83.15996391917591,97.0135928285046,76.3081992337757,68.9449767318264,86.2470014366663,57.371,90.61876,86.90614000000001,39.82124,15.2,42.629
130,2018,Monaco,MCO,,2939.84496393,3019.1346449000002,6.7,,,,,,100.0,,100.0,100.0,,100.0,0.0,,,,,100.0
131,2018,Mongolia,MNG,98.9,140.70820365,466.69121806,1.6,69.509,1320851.0,98.42312,98.63,-4262.0,83.3131150071165,55.874669122428706,96.01106820898909,58.479392767034504,41.5180047818791,66.3287772321547,31.555,104.0404,91.51935,65.59544,7.4,68.445
132,2018,Montenegro,MNE,99.0,531.73230239,1333.92989986,6.9,76.667,257905.0,98.84718000000001,99.11,-2400.0,97.042050109391,99.27843664344108,95.9142857142857,97.77387829326901,93.88082447631729,99.73706641667259,33.187,98.11321,89.9216,56.08096999999999,8.0,66.813
133,2018,Morocco,MAR,73.6,171.4501845,465.69960182,8.3,76.218,11894168.0,73.75001,97.73,-257096.0,86.7785126631488,70.7286368769343,96.6540029967518,88.5036440702561,78.99377739328659,94.3550660808197,37.547,113.8766,80.2262,35.93593,0.6,62.453
134,2018,Mozambique,MOZ,54.3,19.20749469,61.64512077,4.0,59.309,12815186.0,60.65543,70.91245,-25000.0,55.693975618687,39.955000644376504,84.34640864042409,29.360294645275502,16.764535634357,52.290577081543,64.012,112.605,35.40672,7.31255,2.4,35.988
135,2018,Myanmar,MMR,60.2,62.10872783,291.08854671,3.2,66.558,24528533.0,75.5512,84.75116,-816564.0,81.7740485261655,76.90591354361891,92.9607040849338,64.332684035717,59.2542092664597,76.00268792281192,69.421,112.2236,64.28116,15.659320000000001,4.8,30.579
136,2018,Namibia,NAM,88.2,402.75701789,969.25813468,4.4,63.021,939625.0,,,-24030.0,82.5410988714744,69.2151314271619,96.40820705881,34.503736926834,18.217100259008397,51.45174116175,49.968,,,,9.8,50.032
137,2018,Nauru,NRU,,1012.3496595,1246.3021803,30.9,,,,,,99.4849344193568,,99.4849344193568,65.5955264252888,,65.5955264252888,0.0,126.4336,82.73561,,6.0,100.0
138,2018,Nepal,NPL,58.0,45.45297766,155.96958828,3.9,70.169,16216418.0,67.90843000000001,92.39381,208549.0,88.8122495223807,88.7322408890742,89.14601391882341,62.0535954492586,60.8063112565564,67.2568860976459,80.26,143.9195,74.07729,12.410860000000001,2.0,19.74
