,Time,Time Code,Country Name,Country Code,"Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Domestic general government health expenditure (% of GDP) [SH.XPD.GHED.GD.ZS],Domestic general government health expenditure (% of general government expenditure) [SH.XPD.GHED.GE.ZS],Domestic general government health expenditure (% of current health expenditure) [SH.XPD.GHED.CH.ZS],Domestic general government health expenditure per capita (current US$) [SH.XPD.GHED.PC.CD],"Domestic general government health expenditure per capita, PPP (current international $) [SH.XPD.GHED.PP.CD]",Domestic private health expenditure (% of current health expenditure) [SH.XPD.PVTD.CH.ZS],Domestic private health expenditure per capita (current US$) [SH.XPD.PVTD.PC.CD],"Domestic private health expenditure per capita, PPP (current international $) [SH.XPD.PVTD.PP.CD]","External health expenditure per capita, PPP (current international $) [SH.XPD.EHEX.PP.CD]",External health expenditure per capita (current US$) [SH.XPD.EHEX.PC.CD],Population density (people per sq. km of land area) [EN.POP.DNST],Land area (sq. km) [AG.LND.TOTL.K2],Urban land area (sq. km) [AG.LND.TOTL.UR.K2],Population in the largest city (% of urban population) [EN.URB.LCTY.UR.ZS],Population in largest city [EN.URB.LCTY],"Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]",Age dependency ratio (% of working-age population) [SP.POP.DPND],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD]
52,2018.0,YR2018,Czech Republic,CZE,23.9821539870696,7.2313390672206905,5.91153986752033,15.1796191930771,81.74878358840941,1206.54431152344,2250.86083984375,18.2512179017067,269.37286376953097,502.526763916016,0.0,0.0,137.602887852888,77220.0,,16.471959324124597,1291552.0,29.8817078512209,53.8638618382904,15002.4883704249,5.42093519442669,102.48
53,2018.0,YR2018,Denmark,DNK,25.8254803215632,10.108279436826699,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.976010262966199,926.632934570313,880.2775268554691,0.0,0.0,138.067301738509,41990.0,9295.174805,25.9267736170828,1320826.0,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33
54,2018.0,YR2018,Djibouti,DJI,44.878400789983395,3.3165179193019902,1.56038142740726,4.0695093572139704,47.048786282539396,33.0898284912109,55.1360397338867,27.1699488162994,19.108867645263697,31.840213775634798,30.212827682495103,18.132194519043,41.368421052631604,23180.0,149.82884219999997,75.2949442156877,561564.0,6.87057691577308,51.7489777057565,1466.5068718837301,,133.07
55,2018.0,YR2018,Dominica,DMA,,5.87688907980919,3.8178164511919,7.27040842175484,64.9632215499878,285.57470703125,426.594909667969,31.832954287529002,139.93591308593798,209.03791809082,21.0385837554932,14.083825111389197,95.5,750.0,251.302948,,,,,5330.28824706765,24.9285577448242,110.45
56,2018.0,YR2018,Dominican Republic,DOM,43.081471615366794,6.13639503717422,2.82288156449795,15.5982047319412,46.00228071212771,199.28581237793,453.457916259766,53.258359432220495,230.719787597656,524.983215332031,7.28806972503662,3.20296311378479,219.97857586421,48310.0,5089.375977000001,36.8175557007141,3172152.0,10.906704792888599,53.9881764082554,6457.617916301209,15.056911521214301,147.54
57,2018.0,YR2018,Ecuador,ECU,43.2445820153842,8.25742930173874,4.36164624989033,11.922793090343498,52.8208673000336,273.62774658203097,506.476959228516,46.4069932699203,241.58692932128898,447.170349121094,5.2103590965271,2.81493330001831,68.7886817522951,248360.0,10905.65137,26.5861487148008,2898796.0,11.0427952488356,54.28737726421971,5021.30125538899,10.1036578439725,114.35
58,2018.0,YR2018,"Egypt, Arab Rep.",EGY,55.433638421857395,5.28763681650162,1.7446685582399397,5.41992336511612,32.9952418804169,34.8985595703125,202.527694702148,66.6690289974213,70.5148010253906,409.220336914063,2.06073784828186,0.355095982551575,98.8734692852479,995450.0,24270.23242,47.76496347489079,20076002.0,8.57741653930251,64.0110549611599,2166.6373728153303,16.6584427901463,124.98
59,2018.0,YR2018,El Salvador,SLV,42.012579071377104,7.227560132741929,4.60725240409374,19.2442342638969,63.7456119060516,180.075637817383,371.46853637695295,36.113089323043795,102.01624298095699,210.443908691406,0.823382914066315,0.39914879202842696,309.88146718146703,20720.0,3598.2692869999996,23.9316479587026,1106698.0,12.8321238999945,54.8447029713715,3240.7164323330894,16.509907690817002,119.84
60,2018.0,YR2018,Equatorial Guinea,GNQ,61.425443198972395,3.10709420591593,0.5851469002664089,2.9433978721499403,18.8326090574265,56.7144165039063,142.927261352539,79.1798532009125,238.45018005371102,600.923583984375,15.084136962890598,5.985478401184079,46.6657397504456,28050.0,97.47089386,39.8054499842746,375896.0,4.06761960872567,65.493062807698,4686.9873751756895,,117.26
61,2018.0,YR2018,Eritrea,ERI,72.0920729361995,2.8700234368443502,0.782054383307695,2.67673395574093,27.2490590810776,8.96821022033691,16.151508331298803,59.1215252876282,19.458074569702102,35.0434799194336,8.07865238189697,4.485713481903081,31.8215049504951,101000.0,366.6149292,60.407421260013706,694486.0,7.327226473899961,79.4192994100995,606.1772089424829,,104.59
62,2018.0,YR2018,Estonia,EST,25.551351555742503,6.42935782670975,4.8007395118475005,12.224894016981098,74.66412186622621,971.0570678710941,1607.8776855468802,25.309535861015302,329.16754150390597,545.036071777344,0.567302763462067,0.34261518716812106,30.386105360018398,43470.0,2614.681396,48.03418239771379,437027.0,30.658266019445,56.2096175751875,16641.880669677,10.036321988058999,129.45
63,2018.0,YR2018,Eswatini,SWZ,65.8555205939651,6.93037807941437,3.5168424248695405,10.020179301500301,50.745320320129395,114.04339599609399,304.531158447266,25.508582592010498,57.3271598815918,153.081253051758,142.504302978516,53.3662109375,66.05761627906979,17200.0,802.2711182,,,6.93684253749162,72.7923631314568,3326.40074629578,18.4546727010425,113.83
64,2018.0,YR2018,Ethiopia,ETH,73.19812217249971,3.50255742669106,0.873719155788422,4.78833690285683,24.945178627967802,6.301639556884769,16.6289958953857,52.943480014801,13.3745574951172,35.293270111084,14.739896774292,5.58575582504272,109.22455900000001,1000000.0,5166.71582,19.400373793532502,4399674.0,6.28390432866878,79.4820265011684,559.635819106277,8.40814362621004,161.89
65,2018.0,YR2018,Faroe Islands,FRO,,,,,,,,,,,,,34.7399698278226,1396.00006103516,335.47583010000005,,,,,,,100.68
