,Country Name,total_cases,total_deaths,continent,population,Year,Births attended by skilled health staff (% of total) [SH.STA.BRTC.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Current health expenditure per capita, PPP (current international $) [SH.XPD.CHEX.PP.CD]",Diabetes prevalence (% of population ages 20 to 79) [SH.STA.DIAB.ZS],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Net migration [SM.POP.NETM],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],Rural population (% of total population) [SP.RUR.TOTL.ZS],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Time Code,"Age dependency ratio, young (% of working-age population) [SP.POP.DPND.YG]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Domestic general government health expenditure (% of GDP) [SH.XPD.GHED.GD.ZS],Domestic general government health expenditure (% of general government expenditure) [SH.XPD.GHED.GE.ZS],Domestic general government health expenditure (% of current health expenditure) [SH.XPD.GHED.CH.ZS],Domestic general government health expenditure per capita (current US$) [SH.XPD.GHED.PC.CD],"Domestic general government health expenditure per capita, PPP (current international $) [SH.XPD.GHED.PP.CD]",Domestic private health expenditure (% of current health expenditure) [SH.XPD.PVTD.CH.ZS],Domestic private health expenditure per capita (current US$) [SH.XPD.PVTD.PC.CD],"Domestic private health expenditure per capita, PPP (current international $) [SH.XPD.PVTD.PP.CD]",Population density (people per sq. km of land area) [EN.POP.DNST],Land area (sq. km) [AG.LND.TOTL.K2],Urban land area (sq. km) [AG.LND.TOTL.UR.K2],Population in largest city [EN.URB.LCTY],"Age dependency ratio, old (% of working-age population) [SP.POP.DPND.OL]",Age dependency ratio (% of working-age population) [SP.POP.DPND],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],Food imports (% of merchandise imports) [TM.VAL.FOOD.ZS.UN],Food production index (2004-2006 = 100) [AG.PRD.FOOD.XD],2week,3week,4week,5week,6week
213,Belgium,12775,705,Europe,11589616,2020,99.4,4149.38532224,4667.88228695,5.3,81.4390243902439,5047171,95.06944,98.75365,240000,100.000003337637,99.486060200783,1.999,103.9056,158.5419,79.66173,12.1,98.001,YR2018,26.584364687003,10.338669270277,7.98325017094612,15.3138965368271,77.2173881530762,3480.46240234375,3952.8154296875,22.7381244301796,1026.8935546875,1166.25891113281,377.214927344782,30280,12349.22852,2049510,29.2860998096686,55.8704644966716,35803.8562832135,8.96552520598573,84.89,False,False,True,False,False
214,Belgium,13964,828,Europe,11589616,2020,99.4,4149.38532224,4667.88228695,5.3,81.4390243902439,5047171,95.06944,98.75365,240000,100.000003337637,99.486060200783,1.999,103.9056,158.5419,79.66173,12.1,98.001,YR2018,26.584364687003,10.338669270277,7.98325017094612,15.3138965368271,77.2173881530762,3480.46240234375,3952.8154296875,22.7381244301796,1026.8935546875,1166.25891113281,377.214927344782,30280,12349.22852,2049510,29.2860998096686,55.8704644966716,35803.8562832135,8.96552520598573,84.89,False,False,True,False,False
215,Belgium,15348,1011,Europe,11589616,2020,99.4,4149.38532224,4667.88228695,5.3,81.4390243902439,5047171,95.06944,98.75365,240000,100.000003337637,99.486060200783,1.999,103.9056,158.5419,79.66173,12.1,98.001,YR2018,26.584364687003,10.338669270277,7.98325017094612,15.3138965368271,77.2173881530762,3480.46240234375,3952.8154296875,22.7381244301796,1026.8935546875,1166.25891113281,377.214927344782,30280,12349.22852,2049510,29.2860998096686,55.8704644966716,35803.8562832135,8.96552520598573,84.89,False,False,True,False,False
342,China,80,2,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
343,China,216,3,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
344,China,235,3,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
345,China,386,6,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
346,China,526,17,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
347,China,623,17,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
348,China,882,26,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
349,China,1323,41,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
350,China,1988,56,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
351,China,2775,81,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
352,China,4528,106,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
353,China,5994,132,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
354,China,7734,170,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
355,China,9714,213,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,True,True,True,True,True
356,China,11809,259,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,True,True,True,True
357,China,14399,304,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,True,True,True,True
358,China,17211,361,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,True,True,True,True
359,China,20448,426,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,True,True,True,True
360,China,24320,492,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,True,True,True,True
361,China,28047,564,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,True,True,True,True
362,China,31207,637,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,True,True,True,True
363,China,34625,723,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,False,True,True,True
364,China,37232,812,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,False,True,True,True
365,China,40206,909,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,False,True,True,True
366,China,42696,1017,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,False,True,True,True
367,China,44724,1114,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,False,True,True,True
368,China,59865,1368,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,False,True,True,True
369,China,64021,1381,Asia,1439323774,2020,99.9,398.33155573,761.48785586,4.2,76.47,785974695,96.84089,99.7836,-1741996,92.8461355129662,84.7607877105451,40.848,100.2227,88.1734,50.60444,7.2,59.152,YR2018,25.1074045343824,5.15119321644306,2.91935373097658,9.07209143042564,56.6733479499817,249.830657958984,476.68798828125,43.326210975647,190.993057250977,364.423217773438,148.348833270666,9388210,380679.3,25582138,15.3378642157114,40.4452687500938,6567.92860612977,6.31996645954527,139.03,False,False,True,True,True
520,Denmark,113,0,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
521,Denmark,264,0,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
522,Denmark,516,0,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
523,Denmark,676,0,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
524,Denmark,804,0,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
525,Denmark,827,0,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
526,Denmark,875,1,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
527,Denmark,932,1,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
528,Denmark,1024,4,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
529,Denmark,1115,4,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
530,Denmark,1151,6,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
531,Denmark,1255,9,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
532,Denmark,1326,13,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
533,Denmark,1395,13,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,True,True,True,False,False
534,Denmark,1460,24,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,False,True,True,False,False
535,Denmark,1591,32,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,False,True,True,False,False
536,Denmark,1724,34,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,False,True,True,False,False
537,Denmark,1877,41,Europe,5792203,2020,94.4,5565.59342469,5092.98030894,5.6,81.0048780487805,3000174,95.06944,98.75365,75998,99.9999989354737,99.5972288164915,12.126,101.2681,129.0775,80.61602,10.4,87.874,YR2018,25.8254803215632,10.1082794368267,8.4933839738369,16.6023418307304,84.0240359306335,4873.521484375,4629.72021484375,15.9760102629662,926.632934570313,880.277526855469,138.067301738509,41990,9295.174805,1320826,31.0894763954635,56.9149567170267,48267.1564851588,13.6572237092576,103.33,False,True,True,False,False
